Risk_Item_ID,Year,Loss_Cost
43579,1987,14.24446667
43579,1988,0.317506
43579,1989,14.5328
43579,1990,0
43579,1991,0
43579,1992,1.821646667
43579,1981,9.216333333
43579,1982,0.021238
43579,1983,9.104666667
43579,1984,0
43579,1985,0
43579,1986,3.60504
43579,1975,0.280856
43579,1976,0
43579,1977,0.324190667
43579,1978,0.024572533
43579,1979,2.78686
43579,1980,5.060126667
43580,1969,0.006836267
43580,1970,10.5664
43580,1971,0.176109333
43580,1972,0.138176
43580,1973,0.180438
43580,1974,0
43580,2011,0.648242
43580,2012,0.00104
43580,2013,2.22124
43580,2005,0
43580,2006,16.39966667
43580,2007,0.034277
43580,2008,0
43580,2009,0
43580,2010,2.303433333
43580,1999,0.175289333
43580,2000,0
43580,2001,0.023877667
43580,2002,4.585193333
43580,2003,3.2645
43580,2004,8.009533333
43580,1993,1.05856
43580,1994,0.452147333
43580,1995,0.530474
43580,1996,0.248888
43580,1997,1.02456
43580,1998,0
43580,1987,4.30782
43580,1988,3.93334
43580,1989,0.980306667
43580,1990,0.940946667
43580,1991,0
43580,1992,1.47696
43580,1981,6.32038
43580,1982,0.122168
43580,1983,25.46846667
43580,1984,0
43580,1985,0
43580,1986,0.28595
43580,1975,0.71428
43580,1976,0
43580,1977,1.34244
43580,1978,0.905213333
43580,1979,0.640754
43580,1980,0.467895333
43581,1969,0.792266667
43581,1970,3.595406667
43581,1971,0.355886
43581,1972,3.199186667
43581,1973,0
43581,1974,0
43581,2011,0.726926667
43581,2012,1.536573333
43581,2013,1.976146667
43581,2005,0
43581,2006,19.4194
43581,2007,0
43581,2008,0
43581,2009,0
43581,2010,5.144133333
43581,1999,0.018550533
43581,2000,0
43581,2001,0.443126667
43581,2002,6.39154
43581,2003,0
43581,2004,1.184153333
43581,1993,5.363186667
43581,1994,0.140692
43581,1995,0.382779333
43581,1996,0.170232
43581,1997,4.472253333
43581,1998,0
43581,1987,3.536066667
43581,1988,1.24864
43581,1989,1.286646667
43581,1990,0.131475333
43581,1991,0
43581,1992,0.275223333
43581,1981,7.1026
43581,1982,0
43581,1983,2.579713333
43581,1984,0
43581,1985,0.0340912
43581,1986,6.043886667
43581,1975,0.220674667
43581,1976,0.047210133
43581,1977,9.974933333
43581,1978,1.1331
43581,1979,0
43581,1980,0
43583,1969,0.347496
43583,1970,6.054013333
43583,1971,0.493878
43583,1972,3.48466
43583,1973,0
43583,1974,0
43583,2011,0.011459533
43583,2012,0.219012667
43583,2013,2.187866667
43583,2005,0
43583,2006,13.90793333
43583,2007,3.282626667
43583,2008,0
43583,2009,0
43583,2010,0
43583,1999,1.4208
43583,2000,0
43583,2001,0
43583,2002,0.598784
43583,2003,0
43583,2004,4.568446667
43583,1993,2.944513333
43583,1994,0.010622267
43583,1995,0.043253
43583,1996,0
43583,1997,23.0986
43583,1998,0
43583,1987,24.35586667
43583,1988,0.582189333
43583,1989,1.044513333
43583,1990,0
43583,1991,0
43583,1992,0.005568
43583,1981,0.039
43583,1982,0
43583,1983,1.902293333
43583,1984,0
43583,1985,0.238064667
43583,1986,0.202603333
43583,1975,0.12005
43583,1976,0
43583,1977,4.340466667
43583,1978,0.043957467
43583,1979,0.698793333
43583,1980,2.2067
43667,1969,0.47003
43667,1970,9.810733333
43667,1971,0.423865333
43667,1972,0.89826
43667,1973,0
43667,1974,0
43667,2011,0.0001025
43667,2012,0.593146
43667,2013,1.682733333
43667,2005,0
43667,2006,10.64673333
43667,2007,0.583491333
43667,2008,0
43667,2009,0
43667,2010,0.077922
43667,1999,2.092653333
43667,2000,0
43667,2001,0
43667,2002,2.797086667
43667,2003,0
43667,2004,4.743926667
43667,1993,0.76274
43667,1994,0.005255333
43667,1995,0.0087466
43667,1996,0
43667,1997,4.23636
43667,1998,0
43667,1987,23.99166667
43667,1988,0.748766667
43667,1989,0.670606667
43667,1990,0
43667,1991,0
43667,1992,0.0616864
43667,1981,0.493094
43667,1982,0
43667,1983,0.479675333
43667,1984,0
43667,1985,0.073168
43667,1986,0.486820667
43667,1975,0.266932667
43667,1976,0
43667,1977,1.661366667
43667,1978,0.0666092
43667,1979,6.8032
43667,1980,0.085547333
43668,1969,0.368124
43668,1970,1.847093333
43668,1971,0.236471333
43668,1972,0.200137333
43668,1973,0.012672
43668,1974,0.00296
43668,2011,0.400494667
43668,2012,1.421506667
43668,2013,1.541386667
43668,2005,0
43668,2006,10.1184
43668,2007,0
43668,2008,0
43668,2009,0
43668,2010,0.156980667
43668,1999,0.472176667
43668,2000,0
43668,2001,0
43668,2002,6.127066667
43668,2003,0
43668,2004,0.688133333
43668,1993,5.170973333
43668,1994,0.251871333
43668,1995,4.598113333
43668,1996,0
43668,1997,0.953426667
43668,1998,0
43668,1987,3.087893333
43668,1988,8.769
43668,1989,0.78462
43668,1990,0.557805333
43668,1991,0.213364667
43668,1992,0.622936667
43668,1981,1.980153333
43668,1982,0
43668,1983,0.590290667
43668,1984,0
43668,1985,0.550306667
43668,1986,0.638826667
43668,1975,0.787413333
43668,1976,0
43668,1977,10.9142
43668,1978,4.88582
43668,1979,0.411782
43668,1980,0
43669,1969,0.130101333
43669,1970,1.65574
43669,1971,1.466586667
43669,1972,10.8544
43669,1973,0
43669,1974,0.029463533
43669,2011,0
43669,2012,0.398614
43669,2013,2.292733333
43669,2005,0
43669,2006,0.090246
43669,2007,8.363466667
43669,2008,0
43669,2009,0
43669,2010,8.207333333
43669,1999,0.284924667
43669,2000,0
43669,2001,0.275989333
43669,2002,5.220846667
43669,2003,0.549224667
43669,2004,0.386063333
43669,1993,2.792346667
43669,1994,0.288781333
43669,1995,4.11354
43669,1996,0.210987333
43669,1997,0.919006667
43669,1998,0
43669,1987,24.68246667
43669,1988,9.1756
43669,1989,3.74688
43669,1990,0.771706667
43669,1991,0
43669,1992,1.581286667
43669,1981,1.379246667
43669,1982,1.474113333
43669,1983,2.8025
43669,1984,0
43669,1985,0
43669,1986,2.153026667
43669,1975,0.639196667
43669,1976,0.060873
43669,1977,0.76406
43669,1978,0.142140667
43669,1979,1.668493333
43669,1980,3.601013333
43670,1969,0.0149344
43670,1970,5.562133333
43670,1971,0.62629
43670,1972,3.761106667
43670,1973,0.394182
43670,1974,0
43670,2011,0.91614
43670,2012,0.320271333
43670,2013,2.024486667
43670,2005,0
43670,2006,20.88146667
43670,2007,0
43670,2008,0
43670,2009,0
43670,2010,5.248113333
43670,1999,0.275264
43670,2000,0
43670,2001,0.116944
43670,2002,2.416006667
43670,2003,0
43670,2004,1.136386667
43670,1993,0.282969333
43670,1994,0.0403204
43670,1995,0.24459
43670,1996,0.030873
43670,1997,3.64736
43670,1998,0
43670,1987,6.357786667
43670,1988,2.563013333
43670,1989,1.794053333
43670,1990,8.715066667
43670,1991,0
43670,1992,3.479326667
43670,1981,4.569753333
43670,1982,4.08E-05
43670,1983,7.704533333
43670,1984,0
43670,1985,0
43670,1986,0.559844
43670,1975,1.200053333
43670,1976,0
43670,1977,4.849213333
43670,1978,1.00356
43670,1979,0.365727333
43670,1980,0
44028,2011,35.93
44028,2012,10.2
44028,2013,-9999
44028,2005,6.45
44028,2006,6.61
44028,2007,0
44028,2008,0.3
44028,2009,9.85
44028,2010,10.47
44028,1999,0.96
44028,2000,0.04
44028,2001,1.68
44028,2002,11.4
44028,2003,6.54
44028,2004,1.45
44028,1993,9.32
44028,1994,15.46
44028,1995,35.65
44028,1996,0
44028,1997,5.15
44028,1998,2.05
44028,1987,6.81
44028,1988,3.92
44028,1989,8.22
44028,1990,2.43
44028,1991,0.42
44028,1992,5.82
44028,1981,9.89
44028,1982,3.29
44028,1983,8.83
44028,1984,5.3
44028,1985,11.6
44028,1986,2.34
44028,1975,0.46
44028,1976,7
44028,1977,25.13
44028,1978,0.32
44028,1979,0.07
44028,1980,8.85
44028,1969,23.04
44028,1970,2.68
44028,1971,4.45
44028,1972,9.34
44028,1973,4.16
44028,1974,3.09
44041,1969,7.01
44041,1970,1.06
44041,1971,1.79
44041,1972,2.43
44041,1973,2.8
44041,1974,0.52
44041,2011,3.28
44041,2012,12.12
44041,2013,-9999
44041,2005,3.37
44041,2006,8.54
44041,2007,0
44041,2008,0
44041,2009,9.65
44041,2010,9.81
44041,1999,0
44041,2000,0.08
44041,2001,4.52
44041,2002,21.48
44041,2003,2.46
44041,2004,0
44041,1993,0
44041,1994,0.76
44041,1995,12.39
44041,1996,0
44041,1997,0
44041,1998,0.88
44041,1987,1.08
44041,1988,0.62
44041,1989,0.51
44041,1990,2.38
44041,1991,0.29
44041,1992,1.18
44041,1981,2.36
44041,1982,0.28
44041,1983,0.77
44041,1984,3.7
44041,1985,1.69
44041,1986,0
44041,1975,0.03
44041,1976,5.96
44041,1977,2.85
44041,1978,0.03
44041,1979,0.02
44041,1980,0
45359,1969,0
45359,1970,0
45359,1971,15.2
45359,1972,3.01
45359,1973,10.18
45359,1974,0.4
45359,2011,16.15
45359,2012,0
45359,2013,-9999
45359,2005,1.22
45359,2006,2.63
45359,2007,7.66
45359,2008,6.74
45359,2009,0.28
45359,2010,0.33
45359,1999,0.93
45359,2000,0
45359,2001,1.02
45359,2002,3.8
45359,2003,0.45
45359,2004,3.92
45359,1993,1
45359,1994,5.39
45359,1995,0.6
45359,1996,1.32
45359,1997,1.65
45359,1998,1.52
45359,1987,0.47
45359,1988,6.62
45359,1989,1.3
45359,1990,2.16
45359,1991,5.36
45359,1992,1.11
45359,1981,2.85
45359,1982,0.65
45359,1983,0.19
45359,1984,2.79
45359,1985,0
45359,1986,0
45359,1975,4.52
45359,1976,0.72
45359,1977,0.09
45359,1978,0.76
45359,1979,0
45359,1980,0.26
45360,1969,0
45360,1970,0
45360,1971,20.45
45360,1972,3.16
45360,1973,17.47
45360,1974,1.65
45360,2011,20.83
45360,2012,0
45360,2013,-9999
45360,2005,0
45360,2006,1.39
45360,2007,9.2
45360,2008,3.26
45360,2009,7.29
45360,2010,0
45360,1999,0.14
45360,2000,0
45360,2001,2.45
45360,2002,3.12
45360,2003,2.33
45360,2004,4.38
45360,1993,11.93
45360,1994,4.37
45360,1995,6.71
45360,1996,10.48
45360,1997,4.43
45360,1998,1.98
45360,1987,5.55
45360,1988,3.67
45360,1989,0.83
45360,1990,0.09
45360,1991,16.95
45360,1992,0.46
45360,1981,6.73
45360,1982,5.11
45360,1983,0
45360,1984,9.87
45360,1985,1.6
45360,1986,0.02
45360,1975,5.34
45360,1976,6.62
45360,1977,0
45360,1978,1.74
45360,1979,1.27
45360,1980,3.13
45361,1969,0.92
45361,1970,1.22
45361,1971,11.24
45361,1972,0.49
45361,1973,9.17
45361,1974,0
45361,2011,24.9
45361,2012,0
45361,2013,-9999
45361,2005,2.53
45361,2006,0.06
45361,2007,1.13
45361,2008,6.54
45361,2009,1.07
45361,2010,0
45361,1999,0.63
45361,2000,0.21
45361,2001,4.91
45361,2002,0.4
45361,2003,0.54
45361,2004,7.5
45361,1993,1.89
45361,1994,6.09
45361,1995,0.31
45361,1996,4.2
45361,1997,1.94
45361,1998,1.33
45361,1987,1.09
45361,1988,0.13
45361,1989,0.61
45361,1990,3.91
45361,1991,0.73
45361,1992,0.1
45361,1981,0.12
45361,1982,0
45361,1983,0
45361,1984,0.46
45361,1985,0
45361,1986,1.28
45361,1975,1.53
45361,1976,1.8
45361,1977,0
45361,1978,0.01
45361,1979,0.59
45361,1980,0.22
45366,1969,4.15
45366,1970,4.72
45366,1971,16.37
45366,1972,2.09
45366,1973,11.27
45366,1974,0
45366,2011,25.3
45366,2012,0
45366,2013,-9999
45366,2005,2.07
45366,2006,0.21
45366,2007,0
45366,2008,6.86
45366,2009,3.69
45366,2010,0
45366,1999,0
45366,2000,0
45366,2001,3.61
45366,2002,1.13
45366,2003,0.59
45366,2004,7.9
45366,1993,0.85
45366,1994,2.43
45366,1995,0.34
45366,1996,6.65
45366,1997,1.84
45366,1998,2.28
45366,1987,0.95
45366,1988,0.56
45366,1989,1.74
45366,1990,6.03
45366,1991,0.86
45366,1992,0.02
45366,1981,0.57
45366,1982,0
45366,1983,0
45366,1984,0.86
45366,1985,0.2
45366,1986,4.73
45366,1975,7.42
45366,1976,7.54
45366,1977,0
45366,1978,0.34
45366,1979,2.99
45366,1980,1.11
46111,2008,0.501765
46111,2009,4.668305
46111,2010,5.8316
46111,2011,14.375
46111,2012,0.728145
46111,2013,4.780115
46111,2002,9.53765
46111,2003,7.89125
46111,2004,8.18005
46111,2005,0.1974725
46111,2006,0.17424
46111,2007,4.47989
46111,1996,12.76655
46111,1997,9.2059
46111,1998,0.3710045
46111,1999,0.098505
46111,2000,11.8558
46111,2001,9.7469
46111,1990,2.64316
46111,1991,0.126365
46111,1992,8.34245
46111,1993,0.81466
46111,1994,0
46111,1995,0
46111,1984,1.4953
46111,1985,0.3236965
46111,1986,2.99891
46111,1987,3.36793
46111,1988,0.01622815
46111,1989,9.72635
46111,1978,0
46111,1979,2.187265
46111,1980,11.08705
46111,1981,4.709455
46111,1982,5.369
46111,1983,5.22135
46111,1972,0.97145
46111,1973,14.81725
46111,1974,0
46111,1975,0.0663575
46111,1976,4.802355
46111,1977,6.67265
46111,1969,1.534525
46111,1970,14.37375
46111,1971,8.04745
46114,1969,0
46114,1970,13.4175
46114,1971,0
46114,1972,0.2281675
46114,1973,7.3292
46114,1974,0.4350105
46114,2011,6.31055
46114,2012,1.71052
46114,2013,2.236385
46114,2005,0
46114,2006,2.057815
46114,2007,0.748995
46114,2008,0
46114,2009,0.022723
46114,2010,1.93182
46114,1999,0.191143
46114,2000,0
46114,2001,0.644425
46114,2002,3.32813
46114,2003,3.39727
46114,2004,3.752445
46114,1993,0
46114,1994,0
46114,1995,0
46114,1996,3.11384
46114,1997,12.14345
46114,1998,0.43439
46114,1987,3.069135
46114,1988,1.013705
46114,1989,0.701505
46114,1990,0.80429
46114,1991,0
46114,1992,1.55723
46114,1981,4.957305
46114,1982,6.31985
46114,1983,0
46114,1984,0
46114,1985,1.083765
46114,1986,4.651105
46114,1975,0
46114,1976,1.48609
46114,1977,1.73608
46114,1978,1.05369
46114,1979,1.01913
46114,1980,7.7506
46119,1969,0
46119,1970,9.803
46119,1971,0
46119,1972,0
46119,1973,12.9151
46119,1974,0
46119,2011,8.32415
46119,2012,0
46119,2013,2.623925
46119,2005,0.62305
46119,2006,0.23536
46119,2007,0.1953115
46119,2008,0.2066365
46119,2009,0.54108
46119,2010,2.083845
46119,1999,0.00375375
46119,2000,0
46119,2001,2.922275
46119,2002,10.3518
46119,2003,0.216765
46119,2004,4.115895
46119,1993,0
46119,1994,0
46119,1995,0
46119,1996,2.94419
46119,1997,4.941465
46119,1998,0.898915
46119,1987,0
46119,1988,2.971215
46119,1989,2.173315
46119,1990,4.760965
46119,1991,0
46119,1992,0.2898565
46119,1981,1.695585
46119,1982,0.638865
46119,1983,0
46119,1984,0
46119,1985,0.14872
46119,1986,8.8118
46119,1975,0
46119,1976,5.6693
46119,1977,2.110675
46119,1978,8.949
46119,1979,1.647345
46119,1980,14.2635
46121,1969,0.228541
46121,1970,11.58125
46121,1971,0
46121,1972,0
46121,1973,3.695375
46121,1974,0.1719595
46121,2011,0.2144065
46121,2012,1.059075
46121,2013,1.588615
46121,2005,1.505365
46121,2006,0.50008
46121,2007,0.184012
46121,2008,0
46121,2009,0
46121,2010,4.52578
46121,1999,3.207585
46121,2000,0.934155
46121,2001,0
46121,2002,6.48465
46121,2003,0
46121,2004,4.31229
46121,1993,0.100372
46121,1994,0
46121,1995,0
46121,1996,3.518525
46121,1997,4.664065
46121,1998,0
46121,1987,1.37851
46121,1988,1.37913
46121,1989,2.74033
46121,1990,1.754475
46121,1991,0
46121,1992,5.08275
46121,1981,0.2386255
46121,1982,0.525745
46121,1983,0
46121,1984,0.353302
46121,1985,0.007453
46121,1986,0
46121,1975,0.0890475
46121,1976,0.093717
46121,1977,1.0812
46121,1978,1.078765
46121,1979,0.3122195
46121,1980,6.89625
46124,1969,0.71725
46124,1970,14.10485
46124,1971,2.18711
46124,1972,0.198126
46124,1973,10.12905
46124,1974,2.475065
46124,2011,14.375
46124,2012,0
46124,2013,4.034775
46124,2005,0.488452
46124,2006,2.206695
46124,2007,4.500815
46124,2008,0.98558
46124,2009,2.878895
46124,2010,2.72617
46124,1999,7.40195
46124,2000,1.5857
46124,2001,8.5783
46124,2002,11.4585
46124,2003,11.6066
46124,2004,11.6926
46124,1993,0.0354615
46124,1994,0
46124,1995,0
46124,1996,6.85885
46124,1997,13.4439
46124,1998,0.2105325
46124,1987,2.042025
46124,1988,0.551585
46124,1989,9.87
46124,1990,0.1596125
46124,1991,0
46124,1992,3.32891
46124,1981,0.834735
46124,1982,7.24635
46124,1983,0.2366345
46124,1984,0
46124,1985,2.008065
46124,1986,2.978345
46124,1975,0
46124,1976,2.757695
46124,1977,3.116435
46124,1978,0.632165
46124,1979,0.030771
46124,1980,10.89125
46125,1969,0
46125,1970,11.87225
46125,1971,0.01644
46125,1972,0.55715
46125,1973,14.15575
46125,1974,0
46125,2011,12.26465
46125,2012,0.3321375
46125,2013,2.791255
46125,2005,0.036168
46125,2006,0.80901
46125,2007,0
46125,2008,0
46125,2009,0.426624
46125,2010,3.347245
46125,1999,1.61554
46125,2000,0
46125,2001,2.064365
46125,2002,7.32345
46125,2003,2.578445
46125,2004,2.679275
46125,1993,0
46125,1994,0
46125,1995,0
46125,1996,2.960135
46125,1997,8.65305
46125,1998,0.4569515
46125,1987,1.410345
46125,1988,0.916585
46125,1989,1.8175
46125,1990,1.532025
46125,1991,0
46125,1992,4.424695
46125,1981,3.3531
46125,1982,7.48995
46125,1983,0
46125,1984,0.3334625
46125,1985,0.947585
46125,1986,10.10915
46125,1975,0
46125,1976,3.22235
46125,1977,1.427985
46125,1978,3.104735
46125,1979,0.75422
46125,1980,9.82275
46126,1969,3.11673
46126,1970,14.375
46126,1971,15.7445
46126,1972,1.703015
46126,1973,15.15025
46126,1974,0
46126,2011,14.375
46126,2012,1.6341
